"Statistic","CensusYear","0 - 4 years","5 - 9 years","10 - 14 years","15 - 19 years","20 - 24 years","25 - 29 years","30 - 34 years","35 - 39 years","40 - 44 years","45 - 49 years","50 - 54 years","55 - 59 years","60 - 64 years","65 - 69 years","70 - 74 years","75 - 79 years","80 - 84 years","85 years and over"
"Population","2022","295415","342670","374202","337628","307143","295808","332223","382869","411524","373504","340003","307165","272670","238144","202884","154260","96586","84441"
